peptide_id,organism,recovery_status,censor_type,recovered_min_uM,recovered_max_uM
8,Acinetobacter baumannii,recovered,censored,100.0,inf
8,Bacillus subtilis,recovered,censored,100.0,inf
8,Escherichia coli,recovered,censored,100.0,inf
8,Pseudomonas aeruginosa,recovered,censored,100.0,inf
8,Staphylococcus aureus,recovered,censored,100.0,inf
10,Staphylococcus aureus,recovered,ranged,13.2,18.0
10,Streptococcus sanguinis,recovered,ranged,3.61,6.01
11,Neisseria gonorrhoeae,recovered,ranged,2.2,2.38
11,Proteus vulgaris,recovered,ranged,1.26,4.7
11,Serratia sp.,recovered,ranged,2.17,4.46
11,Staphylococcus saprophyticus,recovered,ranged,0.668,0.669
11,Streptococcus agalactiae,recovered,ranged,1.51,3.8
14,Pseudomonas aeruginosa,recovered,censored,100.0,inf
14,Streptococcus mutans,recovered,censored,100.0,inf
15,Acinetobacter baumannii,recovered,censored,132.0,inf
15,Mycobacterium avium,recovered,censored,42.2,inf
15,Mycobacterium tuberculosis,recovered,censored,42.2,inf
15,Staphylococcus aureus,recovered,censored,132.0,inf
16,Acinetobacter baumannii,recovered,ranged,6.33,101.0
16,Enterococcus faecalis,recovered,ranged,1.58,50.6
16,Enterococcus faecium,recovered,ranged,6.33,101.0
16,Escherichia coli,recovered,ranged,1.58,25.3
16,Klebsiella pneumoniae,recovered,ranged,1.58,50.6
16,Pseudomonas aeruginosa,recovered,ranged,6.33,101.0
16,Serratia marcescens,recovered,ranged,3.16,101.0
16,Stenotrophomonas maltophilia,recovered,ranged,6.33,101.0
16,Streptococcus pneumoniae,recovered,ranged,1.58,50.6
36,Acinetobacter baumannii,recovered,ranged,5.42,43.3
36,Enterococcus faecalis,recovered,ranged,1.35,43.3
36,Enterococcus faecium,recovered,ranged,5.42,43.3
36,Escherichia coli,recovered,ranged,1.35,21.7
36,Klebsiella pneumoniae,recovered,ranged,1.35,43.3
36,Pseudomonas aeruginosa,recovered,ranged,5.42,86.7
36,Serratia marcescens,recovered,ranged,2.71,43.3
36,Stenotrophomonas maltophilia,recovered,ranged,5.42,43.3
36,Streptococcus pneumoniae,recovered,ranged,1.35,43.3
37,Acinetobacter calcoaceticus,recovered,ranged,4.06,8.13
37,Aeromonas bestiarum,recovered,censored,130.0,inf
37,Franconibacter helveticus,recovered,ranged,4.06,8.13
37,Proteus myxofaciens,recovered,censored,130.0,inf
37,Pseudomonas fluorescens,recovered,censored,130.0,inf
51,Actinomyces naeslundii,recovered,censored,33.9,inf
51,Enterococcus faecalis,recovered,ranged,8.47,16.9
51,Fusobacterium nucleatum,recovered,ranged,16.9,33.9
51,Porphyromonas gingivalis,recovered,ranged,8.47,16.9
51,Streptococcus mutans,recovered,ranged,8.47,16.9
52,Bacillus subtilis,recovered,ranged,3.89,7.78
52,Escherichia coli,recovered,ranged,1.94,3.89
55,Bacillus subtilis,recovered,ranged,4.15,8.29
55,Escherichia coli,recovered,ranged,4.15,8.29
57,Escherichia coli,recovered,censored,22.0,inf
57,Proteus vulgaris,recovered,censored,6.61,inf
57,Pseudomonas aeruginosa,recovered,censored,22.0,inf
57,Shigella flexneri,recovered,censored,6.61,inf
72,Acinetobacter baumannii,recovered,censored,100.0,inf
72,Bacillus subtilis,recovered,censored,100.0,inf
72,Escherichia coli,recovered,censored,100.0,inf
72,Pseudomonas aeruginosa,recovered,censored,100.0,inf
72,Staphylococcus aureus,recovered,censored,100.0,inf
74,Acinetobacter baumannii,recovered,censored,100.0,inf
74,Bacillus subtilis,recovered,censored,100.0,inf
74,Escherichia coli,recovered,censored,100.0,inf
74,Pseudomonas aeruginosa,recovered,censored,100.0,inf
74,Staphylococcus aureus,recovered,censored,100.0,inf
75,Acinetobacter baumannii,recovered,censored,100.0,inf
75,Escherichia coli,recovered,censored,100.0,inf
75,Pseudomonas aeruginosa,recovered,censored,100.0,inf
75,Staphylococcus aureus,recovered,censored,100.0,inf
78,Acinetobacter baumannii,recovered,censored,100.0,inf
78,Escherichia coli,recovered,censored,100.0,inf
78,Pseudomonas aeruginosa,recovered,censored,100.0,inf
78,Staphylococcus aureus,recovered,censored,100.0,inf
79,Staphylococcus aureus,recovered,ranged,6.0,12.0
80,Bacillus cereus,recovered,ranged,3.0,6.0
80,Escherichia coli,recovered,ranged,3.0,6.0
80,Staphylococcus aureus,recovered,ranged,11.0,25.0
82,Pseudomonas aeruginosa,recovered,ranged,3.0,6.0
84,Bacillus cereus,recovered,ranged,11.0,25.0
84,Staphylococcus aureus,recovered,ranged,6.0,12.0
85,Bacillus cereus,recovered,censored,50.0,inf
85,Escherichia coli,recovered,ranged,24.0,50.0
85,Staphylococcus aureus,recovered,censored,50.0,inf
87,Pseudomonas aeruginosa,recovered,ranged,3.0,6.0
87,Streptococcus salivarius,recovered,censored,32.0,inf
88,Pseudomonas aeruginosa,recovered,ranged,1.0,3.0
88,Staphylococcus aureus,recovered,ranged,1.0,3.0
88,Streptococcus salivarius,recovered,censored,32.0,inf
89,Bacillus cereus,recovered,ranged,11.0,25.0
89,Escherichia coli,recovered,ranged,11.0,25.0
89,Staphylococcus aureus,recovered,ranged,6.0,12.0
90,Bacillus cereus,recovered,censored,50.0,inf
90,Escherichia coli,recovered,censored,50.0,inf
90,Pseudomonas aeruginosa,recovered,censored,50.0,inf
90,Staphylococcus aureus,recovered,censored,50.0,inf
92,Bacillus cereus,recovered,ranged,6.0,12.0
93,Staphylococcus aureus,recovered,ranged,24.0,50.0
94,Bacillus cereus,recovered,ranged,6.0,12.0
94,Escherichia coli,recovered,ranged,6.0,12.0
94,Pseudomonas aeruginosa,recovered,ranged,6.0,12.0
94,Staphylococcus aureus,recovered,ranged,6.0,12.0
95,Bacillus cereus,recovered,censored,50.0,inf
95,Escherichia coli,recovered,censored,50.0,inf
95,Pseudomonas aeruginosa,recovered,censored,50.0,inf
95,Staphylococcus aureus,recovered,censored,50.0,inf
99,Bacillus cereus,recovered,ranged,3.0,6.0
103,Escherichia coli,recovered,ranged,2.6,5.2
103,Pseudomonas aeruginosa,recovered,ranged,10.4,20.8
103,Staphylococcus aureus,recovered,ranged,1.3,2.6
107,Pseudomonas aeruginosa,recovered,ranged,0.561,4.49
108,Pseudomonas aeruginosa,recovered,ranged,1.32,10.6
109,Escherichia coli,recovered,ranged,5.5,11.0
110,Pseudomonas aeruginosa,recovered,censored,91.0,inf
110,Staphylococcus aureus,recovered,censored,91.0,inf
112,Escherichia coli,recovered,ranged,2.9,5.8
118,Staphylococcus aureus,recovered,censored,80.0,inf
119,Pseudomonas aeruginosa,recovered,censored,75.0,inf
119,Staphylococcus aureus,recovered,censored,75.0,inf
120,Escherichia coli,recovered,ranged,19.0,38.0
121,Pseudomonas aeruginosa,recovered,ranged,19.0,28.0
122,Staphylococcus aureus,recovered,censored,75.0,inf
124,Pseudomonas aeruginosa,recovered,censored,75.0,inf
124,Staphylococcus aureus,recovered,censored,75.0,inf
127,Bacillus megaterium,recovered,censored,64.0,inf
127,Pseudomonas aeruginosa,recovered,censored,64.0,inf
127,Salmonella enterica,recovered,censored,64.0,inf
127,Staphylococcus aureus,recovered,censored,64.0,inf
128,Pseudomonas aeruginosa,recovered,censored,64.0,inf
128,Salmonella enterica,recovered,censored,64.0,inf
128,Staphylococcus aureus,recovered,censored,64.0,inf
139,Pseudomonas aeruginosa,recovered,censored,200.0,inf
142,Escherichia coli,recovered,censored,64.0,inf
144,Micrococcus luteus,recovered,ranged,23.0,27.0
144,Pseudomonas fluorescens,recovered,ranged,132.0,140.0
144,Staphylococcus hominis,recovered,ranged,38.0,40.0
146,Streptococcus gordonii,recovered,censored,1590.0,inf
160,Micrococcus luteus,recovered,ranged,0.5,1.7
165,Burkholderia cepacia,recovered,censored,22.4,inf
165,Mycobacterium tuberculosis,recovered,ranged,0.619,0.849
166,Burkholderia cepacia,recovered,censored,22.9,inf
167,Burkholderia cepacia,recovered,censored,20.9,inf
168,Burkholderia cepacia,recovered,censored,22.3,inf
169,Burkholderia cepacia,recovered,censored,23.1,inf
170,Burkholderia cepacia,recovered,censored,19.3,inf
171,Burkholderia cepacia,recovered,censored,25.2,inf
172,Burkholderia cepacia,recovered,censored,21.6,inf
173,Burkholderia cepacia,recovered,censored,21.7,inf
174,Burkholderia cepacia,recovered,censored,21.0,inf
175,Burkholderia cepacia,recovered,censored,20.1,inf
176,Burkholderia cepacia,recovered,censored,22.3,inf
177,Burkholderia cepacia,recovered,censored,20.9,inf
178,Burkholderia cepacia,recovered,censored,19.4,inf
181,Burkholderia cepacia,recovered,censored,22.6,inf
182,Escherichia coli,recovered,censored,25.9,inf
182,Salmonella enterica,recovered,censored,25.9,inf
183,Escherichia coli,recovered,censored,25.4,inf
183,Salmonella enterica,recovered,censored,25.4,inf
184,Salmonella enterica,recovered,censored,24.7,inf
185,Burkholderia cepacia,recovered,censored,21.8,inf
186,Salmonella enterica,recovered,censored,22.9,inf
187,Salmonella enterica,recovered,censored,27.6,inf
188,Escherichia coli,recovered,censored,29.2,inf
188,Salmonella enterica,recovered,censored,29.2,inf
192,Bacillus subtilis,recovered,censored,200.0,inf
192,Pseudomonas aeruginosa,recovered,censored,200.0,inf
193,Bacillus subtilis,recovered,censored,200.0,inf
193,Pseudomonas aeruginosa,recovered,censored,200.0,inf
193,Staphylococcus aureus,recovered,censored,200.0,inf
194,Bacillus subtilis,recovered,censored,200.0,inf
194,Escherichia coli,recovered,censored,200.0,inf
194,Pseudomonas aeruginosa,recovered,censored,200.0,inf
194,Staphylococcus aureus,recovered,censored,200.0,inf
195,Bacillus subtilis,recovered,censored,200.0,inf
195,Escherichia coli,recovered,censored,200.0,inf
195,Pseudomonas aeruginosa,recovered,censored,200.0,inf
195,Staphylococcus aureus,recovered,censored,200.0,inf
197,Enterococcus faecalis,recovered,ranged,108.0,216.0
197,Xanthomonas arboricola,recovered,ranged,1.6,3.1
197,Xanthomonas fragariae,recovered,ranged,3.1,6.2
198,Erwinia amylovora,recovered,censored,7.5,inf
198,Pseudomonas syringae,recovered,censored,7.5,inf
198,Xanthomonas campestris,recovered,censored,7.5,inf
199,Erwinia amylovora,recovered,censored,7.5,inf
199,Pseudomonas syringae,recovered,censored,7.5,inf
199,Xanthomonas campestris,recovered,censored,7.5,inf
200,Erwinia amylovora,recovered,censored,7.5,inf
200,Pseudomonas syringae,recovered,ranged,5.0,7.5
200,Xanthomonas campestris,recovered,censored,7.5,inf
201,Erwinia amylovora,recovered,ranged,2.5,5.0
201,Pseudomonas syringae,recovered,ranged,2.5,5.0
201,Xanthomonas campestris,recovered,censored,7.5,inf
202,Erwinia amylovora,recovered,ranged,5.0,7.5
202,Pseudomonas syringae,recovered,ranged,2.5,5.0
202,Xanthomonas campestris,recovered,censored,7.5,inf
203,Erwinia amylovora,recovered,ranged,2.5,5.0
203,Pseudomonas syringae,recovered,ranged,2.5,5.0
203,Xanthomonas campestris,recovered,ranged,5.0,7.5
204,Erwinia amylovora,recovered,censored,7.5,inf
204,Pseudomonas syringae,recovered,ranged,2.5,5.0
204,Xanthomonas campestris,recovered,censored,7.5,inf
205,Erwinia amylovora,recovered,ranged,2.5,5.0
205,Pseudomonas syringae,recovered,ranged,2.5,5.0
205,Xanthomonas campestris,recovered,ranged,5.0,7.5
206,Erwinia amylovora,recovered,censored,7.5,inf
206,Pseudomonas syringae,recovered,ranged,2.5,5.0
206,Xanthomonas campestris,recovered,censored,7.5,inf
207,Erwinia amylovora,recovered,ranged,2.5,5.0
207,Pseudomonas syringae,recovered,ranged,2.5,5.0
207,Xanthomonas campestris,recovered,ranged,2.5,5.0
208,Erwinia amylovora,recovered,censored,7.5,inf
208,Pseudomonas syringae,recovered,censored,7.5,inf
208,Staphylococcus aureus,recovered,censored,189.0,inf
208,Xanthomonas campestris,recovered,censored,7.5,inf
209,Erwinia amylovora,recovered,censored,7.5,inf
209,Pseudomonas syringae,recovered,censored,7.5,inf
209,Xanthomonas campestris,recovered,censored,7.5,inf
210,Erwinia amylovora,recovered,censored,7.5,inf
210,Pseudomonas syringae,recovered,censored,7.5,inf
210,Xanthomonas campestris,recovered,ranged,2.5,5.0
211,Erwinia amylovora,recovered,censored,7.5,inf
211,Pseudomonas syringae,recovered,ranged,5.0,7.5
211,Xanthomonas campestris,recovered,ranged,5.0,7.5
212,Erwinia amylovora,recovered,censored,7.5,inf
212,Pseudomonas syringae,recovered,censored,7.5,inf
212,Xanthomonas campestris,recovered,ranged,5.0,7.5
213,Erwinia amylovora,recovered,ranged,5.0,7.5
213,Pseudomonas syringae,recovered,ranged,2.5,5.0
213,Xanthomonas campestris,recovered,ranged,5.0,7.5
214,Erwinia amylovora,recovered,censored,7.5,inf
214,Pseudomonas syringae,recovered,censored,7.5,inf
214,Xanthomonas campestris,recovered,censored,7.5,inf
215,Erwinia amylovora,recovered,censored,7.5,inf
215,Pseudomonas syringae,recovered,ranged,2.5,5.0
215,Xanthomonas campestris,recovered,ranged,5.0,7.5
216,Erwinia amylovora,recovered,ranged,1.25,2.5
216,Pseudomonas syringae,recovered,ranged,2.5,5.0
216,Xanthomonas campestris,recovered,ranged,1.25,2.5
217,Erwinia amylovora,recovered,ranged,2.5,5.0
217,Pseudomonas syringae,recovered,ranged,1.25,2.5
217,Xanthomonas campestris,recovered,ranged,2.5,5.0
218,Erwinia amylovora,recovered,ranged,2.5,5.0
218,Pseudomonas syringae,recovered,ranged,1.25,2.5
218,Xanthomonas campestris,recovered,ranged,2.5,5.0
219,Erwinia amylovora,recovered,ranged,2.5,5.0
219,Pseudomonas syringae,recovered,ranged,1.25,2.5
219,Xanthomonas campestris,recovered,ranged,1.25,2.5
220,Erwinia amylovora,recovered,ranged,1.25,2.5
220,Pseudomonas syringae,recovered,ranged,1.25,2.5
220,Xanthomonas campestris,recovered,ranged,1.25,2.5
221,Erwinia amylovora,recovered,ranged,1.25,2.5
221,Pseudomonas syringae,recovered,ranged,1.25,2.5
221,Xanthomonas campestris,recovered,ranged,2.5,5.0
222,Erwinia amylovora,recovered,ranged,2.5,5.0
222,Pseudomonas syringae,recovered,censored,7.5,inf
222,Xanthomonas campestris,recovered,ranged,5.0,7.5
223,Erwinia amylovora,recovered,censored,7.5,inf
223,Pseudomonas syringae,recovered,ranged,2.5,5.0
223,Xanthomonas campestris,recovered,censored,7.5,inf
224,Erwinia amylovora,recovered,censored,7.5,inf
224,Pseudomonas syringae,recovered,ranged,1.25,2.5
224,Xanthomonas campestris,recovered,censored,7.5,inf
225,Erwinia amylovora,recovered,censored,7.5,inf
225,Pseudomonas syringae,recovered,ranged,2.5,5.0
225,Xanthomonas campestris,recovered,censored,7.5,inf
226,Erwinia amylovora,recovered,ranged,2.5,5.0
226,Pseudomonas syringae,recovered,ranged,2.5,5.0
226,Xanthomonas campestris,recovered,ranged,2.5,5.0
227,Erwinia amylovora,recovered,ranged,2.5,5.0
227,Pseudomonas syringae,recovered,ranged,1.25,2.5
227,Xanthomonas campestris,recovered,ranged,5.0,7.5
228,Erwinia amylovora,recovered,ranged,1.25,2.5
228,Pseudomonas syringae,recovered,ranged,1.25,2.5
228,Xanthomonas campestris,recovered,ranged,0.62,1.25
238,Pseudomonas aeruginosa,recovered,censored,20.3,inf
240,Pseudomonas aeruginosa,recovered,censored,20.0,inf
244,Pseudomonas aeruginosa,recovered,censored,19.7,inf
246,Pseudomonas aeruginosa,recovered,censored,20.6,inf
255,Escherichia coli,recovered,censored,86.1,inf
255,Proteus vulgaris,recovered,censored,86.1,inf
255,Pseudomonas aeruginosa,recovered,censored,86.1,inf
255,Shigella sonnei,recovered,censored,86.1,inf
260,Bacillus megaterium,recovered,ranged,0.1,1.5
264,Staphylococcus aureus,recovered,censored,125.0,inf
265,Bacillus anthracis,recovered,censored,100.0,inf
272,Klebsiella aerogenes,recovered,censored,1000.0,inf
272,Klebsiella sp.,recovered,censored,1000.0,inf
272,Proteus mirabilis,recovered,censored,1000.0,inf
272,Providencia stuartii,recovered,censored,1000.0,inf
273,Proteus mirabilis,recovered,censored,1000.0,inf
273,Providencia stuartii,recovered,censored,1000.0,inf
274,Klebsiella aerogenes,recovered,censored,1000.0,inf
274,Klebsiella sp.,recovered,censored,1000.0,inf
274,Proteus mirabilis,recovered,censored,1000.0,inf
274,Providencia stuartii,recovered,censored,1000.0,inf
275,Klebsiella aerogenes,recovered,censored,1000.0,inf
275,Proteus mirabilis,recovered,censored,1000.0,inf
276,Enterococcus faecalis,recovered,censored,91.9,inf
276,Pseudomonas aeruginosa,recovered,censored,91.9,inf
276,Staphylococcus aureus,recovered,censored,91.9,inf
277,Enterococcus faecalis,recovered,censored,87.6,inf
277,Pseudomonas aeruginosa,recovered,censored,87.6,inf
277,Staphylococcus aureus,recovered,censored,87.6,inf
278,Enterococcus faecalis,recovered,censored,339.0,inf
278,Escherichia coli,recovered,censored,339.0,inf
278,Pseudomonas aeruginosa,recovered,censored,339.0,inf
278,Staphylococcus aureus,recovered,censored,339.0,inf
278,Streptococcus gordonii,recovered,censored,339.0,inf
278,Streptococcus mitis,recovered,censored,339.0,inf
278,Streptococcus mutans,recovered,censored,339.0,inf
278,Streptococcus sanguinis,recovered,censored,339.0,inf
278,Streptococcus sobrinus,recovered,censored,339.0,inf
279,Enterococcus faecalis,recovered,censored,340.0,inf
279,Escherichia coli,recovered,censored,340.0,inf
279,Pseudomonas aeruginosa,recovered,censored,340.0,inf
279,Staphylococcus aureus,recovered,censored,340.0,inf
279,Streptococcus gordonii,recovered,censored,340.0,inf
279,Streptococcus mitis,recovered,censored,340.0,inf
279,Streptococcus mutans,recovered,censored,340.0,inf
279,Streptococcus sanguinis,recovered,censored,340.0,inf
279,Streptococcus sobrinus,recovered,censored,340.0,inf
280,Enterococcus faecalis,recovered,censored,349.0,inf
280,Escherichia coli,recovered,censored,349.0,inf
280,Pseudomonas aeruginosa,recovered,censored,349.0,inf
280,Staphylococcus aureus,recovered,censored,349.0,inf
280,Streptococcus gordonii,recovered,censored,349.0,inf
280,Streptococcus mitis,recovered,censored,349.0,inf
280,Streptococcus mutans,recovered,censored,349.0,inf
280,Streptococcus sanguinis,recovered,censored,349.0,inf
280,Streptococcus sobrinus,recovered,censored,349.0,inf
281,Enterococcus faecalis,recovered,censored,402.0,inf
281,Escherichia coli,recovered,censored,402.0,inf
281,Pseudomonas aeruginosa,recovered,censored,402.0,inf
281,Staphylococcus aureus,recovered,censored,402.0,inf
281,Streptococcus gordonii,recovered,censored,402.0,inf
281,Streptococcus mitis,recovered,censored,402.0,inf
282,Enterococcus faecalis,recovered,censored,438.0,inf
282,Escherichia coli,recovered,censored,438.0,inf
282,Pseudomonas aeruginosa,recovered,censored,438.0,inf
282,Staphylococcus aureus,recovered,censored,438.0,inf
282,Streptococcus gordonii,recovered,censored,438.0,inf
282,Streptococcus mitis,recovered,censored,438.0,inf
282,Streptococcus sanguinis,recovered,censored,438.0,inf
282,Streptococcus sobrinus,recovered,censored,438.0,inf
283,Enterococcus faecalis,recovered,censored,537.0,inf
283,Escherichia coli,recovered,censored,537.0,inf
283,Pseudomonas aeruginosa,recovered,censored,537.0,inf
283,Staphylococcus aureus,recovered,censored,537.0,inf
283,Streptococcus gordonii,recovered,censored,537.0,inf
283,Streptococcus mitis,recovered,censored,537.0,inf
283,Streptococcus mutans,recovered,censored,537.0,inf
283,Streptococcus sanguinis,recovered,censored,537.0,inf
283,Streptococcus sobrinus,recovered,censored,537.0,inf
284,Staphylococcus aureus,recovered,censored,195.0,inf
287,Pseudomonas aeruginosa,recovered,censored,190.0,inf
287,Staphylococcus aureus,recovered,censored,190.0,inf
288,Staphylococcus aureus,recovered,censored,187.0,inf
292,Streptococcus mutans,recovered,ranged,3.36,6.71
310,Streptococcus mitis,recovered,ranged,42.3,43.4
310,Streptococcus sanguinis,recovered,ranged,42.3,43.4
313,Streptococcus mutans,recovered,ranged,4.78,14.3
316,Staphylococcus aureus,recovered,censored,133.0,inf
318,Staphylococcus aureus,recovered,censored,133.0,inf
320,Escherichia coli,recovered,censored,133.0,inf
320,Pseudomonas aeruginosa,recovered,censored,133.0,inf
320,Staphylococcus aureus,recovered,censored,133.0,inf
322,Pseudomonas aeruginosa,recovered,censored,120.0,inf
325,Escherichia coli,recovered,censored,120.0,inf
325,Pseudomonas aeruginosa,recovered,censored,120.0,inf
325,Staphylococcus aureus,recovered,censored,120.0,inf
327,Streptococcus gordonii,recovered,censored,60.0,inf
327,Streptococcus sanguinis,recovered,censored,60.0,inf
328,Streptococcus salivarius,recovered,censored,64.0,inf
329,Streptococcus salivarius,recovered,ranged,10.2,23.2
330,Streptococcus salivarius,recovered,ranged,6.0,12.8
332,Streptococcus gordonii,recovered,ranged,15.0,25.0
332,Streptococcus sanguinis,recovered,ranged,12.5,17.5
333,Streptococcus gordonii,recovered,ranged,15.0,25.0
333,Streptococcus sanguinis,recovered,ranged,32.5,47.5
334,Streptococcus gordonii,recovered,ranged,9.6,19.6
334,Streptococcus sanguinis,recovered,ranged,7.5,19.1
335,Streptococcus gordonii,recovered,ranged,7.5,12.5
335,Streptococcus sanguinis,recovered,ranged,18.0,22.0
336,Bacillus subtilis,recovered,censored,1610.0,inf
336,Escherichia coli,recovered,censored,1610.0,inf
337,Bacillus subtilis,recovered,censored,827.0,inf
337,Escherichia coli,recovered,censored,827.0,inf
340,Bacillus cereus,recovered,censored,269.0,inf
340,Kitasatospora kifunensis,recovered,censored,269.0,inf
345,Bacillus subtilis,recovered,censored,506.0,inf
345,Escherichia coli,recovered,censored,506.0,inf
347,Escherichia coli,recovered,censored,0.0,0.005
347,Pseudomonas aeruginosa,recovered,censored,0.619,inf
347,Salmonella enterica,recovered,censored,0.0,0.005
347,Shigella sonnei,recovered,censored,0.0,0.005
348,Escherichia coli,recovered,censored,0.0,0.005
348,Pseudomonas aeruginosa,recovered,censored,0.643,inf
348,Salmonella enterica,recovered,censored,0.0,0.005
348,Shigella sonnei,recovered,censored,0.0,0.005
349,Pseudomonas aeruginosa,recovered,censored,0.0,0.005
349,Shigella sonnei,recovered,censored,0.0,0.005
350,Klebsiella pneumoniae,recovered,censored,0.0,0.005
350,Pseudomonas aeruginosa,recovered,censored,0.0,0.005
350,Salmonella enterica,recovered,censored,0.0,0.005
351,Klebsiella pneumoniae,recovered,censored,0.692,inf
351,Pseudomonas aeruginosa,recovered,censored,0.0,0.005
351,Salmonella enterica,recovered,censored,0.0,0.005
352,Klebsiella pneumoniae,recovered,censored,0.0,0.004
352,Pseudomonas aeruginosa,recovered,censored,0.0,0.004
352,Shigella sonnei,recovered,censored,0.0,0.004
353,Pseudomonas aeruginosa,recovered,censored,0.0,0.004
353,Salmonella enterica,recovered,censored,0.0,0.004
360,Acinetobacter calcoaceticus,recovered,ranged,6.49,13.0
360,Aeromonas bestiarum,recovered,censored,104.0,inf
360,Franconibacter helveticus,recovered,ranged,3.24,6.49
360,Kocuria rhizophila,recovered,ranged,6.49,13.0
360,Mycobacterium avium,recovered,censored,51.9,inf
360,Mycobacterium smegmatis,recovered,censored,20.3,inf
360,Mycobacterium tuberculosis,recovered,censored,51.9,inf
360,Proteus myxofaciens,recovered,censored,104.0,inf
360,Proteus vulgaris,recovered,censored,20.3,inf
360,Pseudomonas fluorescens,recovered,censored,104.0,inf
372,Streptococcus mutans,recovered,ranged,5.1,15.3
373,Streptococcus mutans,recovered,ranged,20.0,80.2
374,Streptococcus mutans,recovered,ranged,21.0,84.1
376,Streptococcus mutans,recovered,censored,176.0,inf
377,Streptococcus mutans,recovered,censored,178.0,inf
379,Streptococcus mutans,recovered,ranged,22.3,89.2
380,Streptococcus mutans,recovered,censored,178.0,inf
381,Streptococcus mutans,recovered,censored,183.0,inf
382,Streptococcus mutans,recovered,censored,189.0,inf
383,Streptococcus mutans,recovered,censored,191.0,inf
384,Streptococcus mutans,recovered,censored,190.0,inf
385,Streptococcus mutans,recovered,censored,198.0,inf
388,Streptococcus mutans,recovered,censored,81.2,inf
389,Streptococcus mutans,recovered,censored,86.9,inf
390,Streptococcus mutans,recovered,ranged,10.5,42.1
391,Streptococcus mutans,recovered,ranged,22.1,43.1
392,Streptococcus mutans,recovered,censored,88.8,inf
393,Streptococcus mutans,recovered,censored,95.8,inf
395,Streptococcus mutans,recovered,ranged,22.8,44.5
396,Streptococcus mutans,recovered,censored,90.1,inf
397,Streptococcus mutans,recovered,censored,93.4,inf
398,Streptococcus mutans,recovered,ranged,11.8,23.6
399,Streptococcus mutans,recovered,ranged,11.7,23.3
400,Streptococcus mutans,recovered,censored,93.4,inf
402,Streptococcus mutans,recovered,censored,91.8,inf
403,Streptococcus mutans,recovered,censored,85.8,inf
406,Streptococcus mutans,recovered,censored,87.4,inf
415,Streptococcus mutans,recovered,ranged,26.9,108.0
416,Streptococcus mutans,recovered,ranged,10.3,20.7
417,Streptococcus mutans,recovered,ranged,3.36,6.71
420,Streptococcus mutans,recovered,ranged,26.6,107.0
424,Streptococcus mutans,recovered,ranged,112.0,448.0
427,Streptococcus mutans,recovered,ranged,1.07,2.14
441,Streptococcus mutans,recovered,ranged,1.32,5.3
442,Streptococcus mutans,recovered,ranged,1.42,5.67
443,Streptococcus mutans,recovered,ranged,1.37,5.49
444,Streptococcus mutans,recovered,ranged,1.32,2.65
445,Streptococcus mutans,recovered,ranged,2.66,5.32
447,Mycobacterium tuberculosis,recovered,censored,300.0,inf
461,Enterococcus faecalis,recovered,censored,50.0,inf
461,Escherichia coli,recovered,censored,50.0,inf
461,Klebsiella pneumoniae,recovered,censored,50.0,inf
461,Pseudomonas aeruginosa,recovered,censored,50.0,inf
461,Salmonella enterica,recovered,censored,50.0,inf
461,Streptococcus group,recovered,censored,50.0,inf
463,Corynebacterium xerosis,recovered,censored,0.0,0.25
463,Staphylococcus epidermidis,recovered,censored,0.0,0.25
464,Corynebacterium xerosis,recovered,censored,0.0,0.25
465,Corynebacterium xerosis,recovered,censored,0.0,0.25
467,Staphylococcus epidermidis,recovered,censored,32.0,inf
468,Staphylococcus epidermidis,recovered,censored,32.0,inf
469,Corynebacterium xerosis,recovered,censored,0.0,0.25
470,Staphylococcus epidermidis,recovered,censored,64.0,inf
471,Staphylococcus epidermidis,recovered,censored,64.0,inf
473,Staphylococcus epidermidis,recovered,censored,64.0,inf
474,Staphylococcus epidermidis,recovered,censored,64.0,inf
475,Corynebacterium xerosis,recovered,censored,0.0,0.25
475,Enterococcus faecalis,recovered,censored,32.0,inf
475,Staphylococcus aureus,recovered,censored,32.0,inf
476,Corynebacterium xerosis,recovered,censored,64.0,inf
476,Staphylococcus epidermidis,recovered,censored,64.0,inf
478,Enterococcus faecalis,recovered,censored,32.0,inf
479,Enterococcus faecalis,recovered,censored,32.0,inf
479,Pseudomonas aeruginosa,recovered,censored,32.0,inf
479,Staphylococcus aureus,recovered,censored,32.0,inf
480,Enterococcus faecalis,recovered,censored,32.0,inf
480,Pseudomonas aeruginosa,recovered,censored,32.0,inf
480,Staphylococcus aureus,recovered,censored,32.0,inf
480,Staphylococcus epidermidis,recovered,censored,32.0,inf
481,Enterococcus faecalis,recovered,censored,32.0,inf
481,Staphylococcus aureus,recovered,censored,32.0,inf
482,Enterococcus faecalis,recovered,censored,32.0,inf
482,Staphylococcus aureus,recovered,censored,32.0,inf
483,Enterococcus faecalis,recovered,censored,32.0,inf
486,Enterococcus faecalis,recovered,censored,32.0,inf
486,Staphylococcus aureus,recovered,censored,32.0,inf
487,Enterococcus faecalis,recovered,censored,32.0,inf
490,Burkholderia cepacia,recovered,censored,22.9,inf
490,Escherichia coli,recovered,censored,22.9,inf
490,Staphylococcus aureus,recovered,censored,22.9,inf
490,Streptococcus pneumoniae,recovered,censored,22.9,inf
491,Citrobacter sp.,recovered,censored,131.0,inf
491,Enterobacter cloacae,recovered,censored,131.0,inf
491,Enterococcus faecalis,recovered,censored,33.6,inf
